ID,Name,Suburb,Address,Cuisine,Phone,Website,EatClub URL,EatClub Slug,Happy Hour,Weekly Specials,Deals,First Table URL,Price Range,Image URLs,Opening Hours,Latitude,Longitude,Created At,Updated At
537,Burger Villains - Page,Macquarie,,,,,https://eatclub.com.au/venue/burger-villains-page,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_0_1761616409120.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_4_1761616487004.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_1_1761616409120.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_2_1761616431910.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_3_1761616456400.jpg,{},,,2026-01-07T23:21:20.586Z,2026-01-08T00:16:40.867Z
542,Cafe Himalayan Brew - Tuggeranong,Greenway,,,,,https://eatclub.com.au/venue/cafe-himalayan-brew-tuggeranong,,,,[object Object],,,https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_3_1763611834479.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_4_1763611856029.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_0_1763611834479.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_1_1763611834479.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_2_1763611834479.jpg,{},,,2026-01-07T23:21:20.877Z,2026-01-08T00:16:44.849Z
551,Wild Duck Fine Asian Cuisine,Kingston,,,,,https://eatclub.com.au/venue/wild-duck-fine-asian-cuisine,,,,[object Object],,,https://lh3.googleusercontent.com/places/ANXAkqFPKRPbndDrHI6_lc3mme0hYbSueRMtdo6FGIbCgAwetKUwJYnvHbBzRpxCb40_YbsIzF9YjJFG7J7oaFVFccRcm5cEGjajNAU=s4800-h768; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://lh3.googleusercontent.com/places/ANXAkqFUTa8feFua9s2-BpuRBpcjxV9XedJIB9KlERKwoKUZ2fQARMJczY5-qLGx8sMmaLPAP79hw7ISKCU4ktwvcZp8q328K74ZBjI=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqE8UZZ6YLYuEQjuP8voehEiN-odqsikdjRIyKGjyobeBXQhiKM8whzt7OoJPjsIggSFzS2Td-vDRhjZUjQ6Q_Y3IR1AzvZzFzo=s4800-h600; https://lh3.googleusercontent.com/places/ANXAkqFDKdf6SormKyK9KBcrbZcfqHnRY-YoNjegSZl1oiNgxkuiRAp0X_swiotqEvzZD-KBO83oV3NuWnM6hbeG3jX3QWoOoXf6P1k=s4800-h761; https://lh3.googleusercontent.com/places/ANXAkqHHelD1n0FTkMzVtDgsGouGSE4vsqk2I76BGx0J46ZtuGS5llq__wpBdp21VaBK5XgowbCXGn3wLedzSk1vQsZjTl59BgL9Ckg=s4800-h768,{},,,2026-01-07T23:21:21.414Z,2026-01-08T00:16:46.599Z
556,Fraser Cafe,Fraser,,,,,https://eatclub.com.au/venue/fraser-cafe,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_2_1761686093527.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761645643983.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_3_1761686093527.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761686093527.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761686127426.jpg,{},,,2026-01-07T23:21:21.720Z,2026-01-08T00:16:48.193Z
559,Chairman & Yip,Barton,"1/1 Burbury Cl, Barton ACT 2600, Australia",,(02) 6162 1220,,https://eatclub.com.au/venue/chairman-yip,,,,,,$$$,https://chairmangroup.com.au/wp-content/uploads/2025/04/CY-Website-Banner.jpg; https://lh3.googleusercontent.com/places/ANXAkqEDU48-fM6vXBlf3Z7A37Q7cxL1O8Nh6XrJTz_fd4g4NRmIUCmtPrFbVxlHfEH63F23uiC1WCcJepLz11e_V4FQ0SNUAv4xVno=s4800-h768; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://lh3.googleusercontent.com/places/ANXAkqF9EfnP890wcdtXsejIPn0F0FusEeIGwCnE3R7as0rjP-69U2vkhLnrctZ_7enPxdSH7UUlg27lxf4OE-VOViuLoKh7ffH6iDs=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqFyU9xHKcx4f7ajyJh1avGdfe-th9sNFTf4L3EH-PvY-vYh2zv0a2gvp_NJNU5sfpoVJwY53UmqJbnbdhuPxBxgA2UgEz8W8V4=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqHWqWCVqdvy9aicGDZ0jmULgko2FfhNj7B4Vh1rf2RFB1NKBW8zJVp6DOOCsHgLUeuEU1BB54DHRemmt_BXg36qsWL7VT12D9E=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqFVoNNI8z-wKF1eKvHxX_tDFKmRbpQlZZ8VCxM3dze93pi_vHckDIWCugZm3pmSMfsWscwe39-rHVjRto-SBGd6yAjOHWtC7x0=s4800-h768,"{""friday"":""12:00 – 2:30 PM, 5:30 – 10:30 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""6:00 – 10:30 PM"",""saturday"":""5:30 – 10:30 PM"",""thursday"":""12:00 – 2:30 PM, 6:00 – 10:30 PM"",""wednesday"":""12:00 – 2:30 PM, 6:00 – 10:30 PM""}",-35.3116566,149.1339437,2026-01-07T23:21:21.895Z,2026-01-08T00:16:51.283Z
603,PJs in the City,Canberra,"52 Alinga St, Canberra ACT 2601, Australia",,(02) 6230 1261,,https://eatclub.com.au/venue/pjs-in-the-city,,,,[object Object],,$$,http://static1.squarespace.com/static/5aefcd6f1aef1dc5b5db4cdd/t/61207b5c9b28c02304077ece/1629518684979/Color+logo+-+no+background.png?format=1500w; https://eccdn.com.au/images/D8F8F515-2F05-48D9-BAE2-288A4987E7F6/D8F8F515-2F05-48D9-BAE2-288A4987E7F6_image_0_1760932131795.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/D8F8F515-2F05-48D9-BAE2-288A4987E7F6/D8F8F515-2F05-48D9-BAE2-288A4987E7F6_image_4_1760932290931.jpg; https://eccdn.com.au/images/D8F8F515-2F05-48D9-BAE2-288A4987E7F6/D8F8F515-2F05-48D9-BAE2-288A4987E7F6_image_1_1760932159790.jpg; https://eccdn.com.au/images/D8F8F515-2F05-48D9-BAE2-288A4987E7F6/D8F8F515-2F05-48D9-BAE2-288A4987E7F6_image_3_1760932159790.jpg; https://eccdn.com.au/images/D8F8F515-2F05-48D9-BAE2-288A4987E7F6/D8F8F515-2F05-48D9-BAE2-288A4987E7F6_image_4_1760932344390.jpg,"{""friday"":""11:00 AM – 2:00 AM"",""monday"":""11:00 AM – 12:00 AM"",""sunday"":""CLOSED"",""tuesday"":""11:00 AM – 12:00 AM"",""saturday"":""3:00 PM – 2:00 AM"",""thursday"":""11:00 AM – 12:00 AM"",""wednesday"":""11:00 AM – 12:00 AM""}",-35.2784812,149.1280232,2026-01-07T23:21:24.600Z,2026-01-08T00:16:58.317Z
586,Zero Complex,Canberra,,,,,https://eatclub.com.au/venue/zero-complex,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95_image_2_1756862407970.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95_image_4_1756862469421.jpg; https://eccdn.com.au/images/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95_image_1_1756862407970.jpg; https://eccdn.com.au/images/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95_image_0_1756862407970.jpg; https://eccdn.com.au/images/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95/CCEE5C5E-E964-4AC2-A580-B98AD16C3B95_image_3_1756862417002.jpg,{},,,2026-01-07T23:21:23.525Z,2026-01-08T00:57:21.713Z
619,Sunday in Canberra Cafe,Gungahlin,"54 Ernest Cavanagh St, Gungahlin ACT 2912, Australia",Cafe,0429 678 272,,https://eatclub.com.au/venue/sunday-in-canberra-cafe,,,,[object Object],,$$,"""https://static.wixstatic.com/media/1b38db_517009e915124721b3c2f5cf7622aaa8%7Emv2_d_1500_1501_s_2.png/v1/fit/w_2500,h_1330,al_c/1b38db_517009e915124721b3c2f5cf7622aaa8%7Emv2_d_1500_1501_s_2.png""; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_3_1762928745359.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_4_1762928811881.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_0_1762928405209.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_1_1762928405209.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_2_1762928405209.jpg","{""friday"":""7:30 AM – 2:30 PM"",""monday"":""7:30 AM – 2:30 PM"",""sunday"":""7:45 AM – 2:30 PM"",""tuesday"":""7:30 AM – 2:30 PM"",""saturday"":""7:45 AM – 2:30 PM"",""thursday"":""7:30 AM – 2:30 PM"",""wednesday"":""7:30 AM – 2:30 PM""}",-35.1846011,149.1354876,2026-01-07T23:21:25.598Z,2026-01-08T00:17:01.162Z
654,Asian Noodle House Gungahlin,Gungahlin,"2 Gribble St, Gungahlin ACT 2912, Australia",Asian,(02) 6106 9541,,https://eatclub.com.au/venue/asian-noodle-house-gungahlin,,,,[object Object]; [object Object],,,https://cloudfront-dkxj8skx6o8xc.mobi-pos.com/clouddb/Dl2nrGvaEvdB/Store/oo-logo_1728048892_500.png; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_0_1762797203836.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_4_1762797466215.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_3_1762797263001.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_2_1762797327067.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_3_1762797327067.jpg,"{""friday"":""11:00 AM – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:30 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:30 PM"",""wednesday"":""11:00 AM – 9:30 PM""}",-35.1815983,149.1308614,2026-01-07T23:21:27.741Z,2026-01-08T00:17:02.875Z
711,Amara Indian Restaurant,Canberra,"51-53 Northbourne Ave, Canberra ACT 2601, Australia",Indian,(02) 5104 0174,,https://eatclub.com.au/venue/amara-indian-restaurant,,,,[object Object],,$$,https://eccdn.com.au/images/0401711D-AF38-4251-BCC0-3AF43EC8D0E5/0401711D-AF38-4251-BCC0-3AF43EC8D0E5_image_0_1752575710780.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/0401711D-AF38-4251-BCC0-3AF43EC8D0E5/0401711D-AF38-4251-BCC0-3AF43EC8D0E5_image_4_1752575721466.jpg; https://eccdn.com.au/images/0401711D-AF38-4251-BCC0-3AF43EC8D0E5/0401711D-AF38-4251-BCC0-3AF43EC8D0E5_image_1_1752575710780.jpg; https://eccdn.com.au/images/0401711D-AF38-4251-BCC0-3AF43EC8D0E5/0401711D-AF38-4251-BCC0-3AF43EC8D0E5_image_2_1752575710780.jpg; https://eccdn.com.au/images/0401711D-AF38-4251-BCC0-3AF43EC8D0E5/0401711D-AF38-4251-BCC0-3AF43EC8D0E5_image_3_1752575710780.jpg,"{""friday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""monday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM"",""sunday"":""5:30 – 9:00 PM"",""tuesday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM"",""saturday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""thursday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM"",""wednesday"":""12:00 – 2:30 PM, 5:30 – 9:00 PM""}",-35.2788496,149.1287872,2026-01-07T23:21:31.106Z,2026-01-08T00:57:26.391Z
735,Ureshii Japanese Restaurant,Greenway,"SouthPoint G U 22/210 Anketell St, Greenway ACT 2900, Australia",Asian,(02) 6182 8171,,https://eatclub.com.au/venue/ureshii-japanese-restaurant,,,,[object Object],,,https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_0_1763598962225.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_2_1763599034457.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_4_1763599116206.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_2_1763599116206.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_3_1763599116206.jpg,"{""friday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""monday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""sunday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""tuesday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""saturday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""thursday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""wednesday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM""}",-35.4165348,149.0681032,2026-01-07T23:21:32.564Z,2026-01-08T00:17:09.269Z
754,Kismet Turkish Gourmet,Griffith,"Shop/5 Flinders Way, Griffith ACT 3929, Australia",Mediterranean,(02) 6232 7345,,https://eatclub.com.au/venue/kismet-turkish-gourmet,,,,[object Object],,,"""https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=1920,fit=crop/dWxMDaNaEWc1BOo7/kismet_sign_extended_3-dJoeV34nN3Tk0ryo.png""; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1763075556922.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1763075585567.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1760416136620.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_0_1760416119822.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1760416203401.jpg","{""friday"":""10:30 AM – 10:00 PM"",""monday"":""10:30 AM – 9:00 PM"",""sunday"":""10:30 AM – 7:00 PM"",""tuesday"":""10:30 AM – 9:00 PM"",""saturday"":""10:30 AM – 10:00 PM"",""thursday"":""10:30 AM – 9:00 PM"",""wednesday"":""10:30 AM – 9:00 PM""}",-35.3204550,149.1334203,2026-01-07T23:21:33.728Z,2026-01-08T00:17:14.265Z
747,Grease Monkey Gungahlin,Gungahlin,"Shop 63/33 Hibberson St, Gungahlin ACT 2912, Australia",American,(02) 6103 0887,,https://eatclub.com.au/venue/grease-monkey-gungahlin,,,,[object Object]; [object Object]; [object Object],,$$,https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_3_1763700478722.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_4_1763696319935.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_1_1763700478722.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_2_1763700478722.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_4_1763700478722.jpg,"{""friday"":""11:00 AM – 9:30 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",-35.1851604,149.1346924,2026-01-07T23:21:33.271Z,2026-01-08T00:57:28.171Z
766,Timur Restaurant,Greenway,"Shop 5/146 Scollay St, Greenway ACT 2900, Australia",,0404 642 418,,https://eatclub.com.au/venue/timur-restaurant,,,,[object Object],,,https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763075289223.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763032892931.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763075368141.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_1_1763075289223.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_3_1763075289223.jpg,"{""friday"":""5:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 9:00 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.4183766,149.0660499,2026-01-07T23:21:34.452Z,2026-01-08T00:17:15.900Z
841,The Hungry Buddha,Belconnen,"Unit 8/8 Luxton St, Belconnen ACT 2617, Australia",,(02) 5136 9017,,https://eatclub.com.au/venue/the-hungry-buddha,,,,[object Object],,$$,https://img1.wsimg.com/isteam/ip/bc33cd88-ff1e-4446-8dab-012f856aa2fe/IMG_0193.jpeg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_0_1761552413340.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_4_1761552895126.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_1_1761552648577.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_2_1761552658990.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_3_1761552885285.jpg,"{""friday"":""5:00 – 10:00 PM"",""monday"":""5:00 – 9:45 PM"",""sunday"":""5:00 – 9:45 PM"",""tuesday"":""5:00 – 9:45 PM"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""5:00 – 9:45 PM"",""wednesday"":""5:00 – 9:45 PM""}",-35.2363634,149.0597435,2026-01-07T23:21:38.926Z,2026-01-08T00:17:20.256Z
890,Briscola Italian,Canberra,"60 Alinga St, Canberra ACT 2601, Australia",Italian,(02) 6248 5444,,https://eatclub.com.au/venue/briscola-italian,,,,[object Object],,$$,https://eccdn.com.au/images/F195550B-DBFB-4833-88DD-F7D22E1067F7/F195550B-DBFB-4833-88DD-F7D22E1067F7_image_0_1737076842296.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/F195550B-DBFB-4833-88DD-F7D22E1067F7/F195550B-DBFB-4833-88DD-F7D22E1067F7_image_4_1737076857246.jpg; https://eccdn.com.au/images/F195550B-DBFB-4833-88DD-F7D22E1067F7/F195550B-DBFB-4833-88DD-F7D22E1067F7_image_1_1737076842296.jpg; https://eccdn.com.au/images/F195550B-DBFB-4833-88DD-F7D22E1067F7/F195550B-DBFB-4833-88DD-F7D22E1067F7_image_3_1737076842296.jpg; https://eccdn.com.au/images/F195550B-DBFB-4833-88DD-F7D22E1067F7/F195550B-DBFB-4833-88DD-F7D22E1067F7_image_2_1737076842296.jpg,"{""friday"":""12:00 – 2:00 PM, 5:30 – 9:00 PM"",""monday"":""5:30 – 8:30 PM"",""sunday"":""12:00 – 2:00 PM, 5:30 – 8:30 PM"",""tuesday"":""12:00 – 2:00 PM, 5:30 – 8:30 PM"",""saturday"":""12:00 – 2:00 PM, 5:30 – 9:00 PM"",""thursday"":""12:00 – 2:00 PM, 5:30 – 8:30 PM"",""wednesday"":""12:00 – 2:00 PM, 5:30 – 8:30 PM""}",-35.2784831,149.1283023,2026-01-07T23:21:41.894Z,2026-01-08T00:17:23.211Z
1061,Hopscotch Bar,Braddon,,,,,https://eatclub.com.au/venue/hopscotch-bar,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054_image_1_1724852032248.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054_image_0_1724852032248.jpg; https://eccdn.com.au/images/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054_image_4_1724852050214.jpg; https://eccdn.com.au/images/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054_image_3_1724852032248.jpg; https://eccdn.com.au/images/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054/D5EDE729-4CD9-41E5-9B2E-8AAA48B80054_image_2_1724852032248.jpg,{},,,2026-01-07T23:21:52.502Z,2026-01-08T00:17:49.427Z
930,7 Village Indian Restaurant,Dickson,"75/2 Cape St, Dickson ACT 2602, Australia","Indian, Asian",(02) 6262 8860,,https://eatclub.com.au/venue/7-village-indian-restaurant,,,,[object Object],,$$,https://www.fbgcdn.com/pictures/3e14f29d-e9df-43a3-bc71-0b6f76f62b5b.jpg; https://eccdn.com.au/images/10606180-29A8-4A8D-9ED7-BBB2989BC927/10606180-29A8-4A8D-9ED7-BBB2989BC927_image_1_1760351026273.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/10606180-29A8-4A8D-9ED7-BBB2989BC927/10606180-29A8-4A8D-9ED7-BBB2989BC927_image_4_1760351496784.jpg; https://eccdn.com.au/images/10606180-29A8-4A8D-9ED7-BBB2989BC927/10606180-29A8-4A8D-9ED7-BBB2989BC927_image_0_1760351026273.jpg; https://eccdn.com.au/images/10606180-29A8-4A8D-9ED7-BBB2989BC927/10606180-29A8-4A8D-9ED7-BBB2989BC927_image_2_1760351091533.jpg; https://eccdn.com.au/images/10606180-29A8-4A8D-9ED7-BBB2989BC927/10606180-29A8-4A8D-9ED7-BBB2989BC927_image_3_1760351367020.jpg,"{""friday"":""12:00 – 2:00 PM, 5:00 – 10:00 PM"",""monday"":""5:00 – 10:00 PM"",""sunday"":""5:00 – 10:00 PM"",""tuesday"":""5:00 – 10:00 PM"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""12:00 – 2:00 PM, 5:00 – 10:00 PM"",""wednesday"":""12:00 – 2:00 PM, 5:00 – 10:00 PM""}",-35.2513769,149.1363013,2026-01-07T23:21:44.315Z,2026-01-08T00:17:26.028Z
